YEAR ,LocationAbbr ,LocationDesc ,DataSource ,Topic ,Subtopic ,ShortQuestionText ,Greater_Risk_Question ,Description ,Data_Value_Symbol ,Data_Value_Type ,Greater_Risk_Data_Value ,Greater_Risk_Data_Value_Footnote_Symbol ,Greater_Risk_Data_Value_Footnote ,Greater_Risk_Low_Confidence_Limit ,Greater_Risk_High_Confidence_Limit ,Lesser_Risk_Question ,Lesser_Risk_Data_Value ,Lesser_Risk_Data_Value_Footnote_Symbol ,Lesser_Risk_Data_Value_Footnote ,Lesser_Risk_Low_Confidence_Limit ,Lesser_Risk_High_Confidence_Limit ,Sample_Size ,Sex ,Race ,Grade ,SexualIdentity ,SexOfSexualContacts ,GeoLocation ,TopicId ,SubTopicID ,QuestionCode ,LocationId ,StratID1 ,StratID2 ,StratID3 ,StratID4 ,StratID5 ,StratificationType ,StratID6 
2017,ME,Maine,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.7998,,,0.6092,1.0495,Did not currently smoke cigars daily,99.2002,,,98.9505,99.3908,9348,Total,Total,Total,Total,Total,"(45.254228894001, -68.985031336)",C02,C13,QNDAYCGR,23,S1,R1,G1,ME,I1,State,P1
2017,LO,"Los Angeles, CA",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.7118,,,0.3146,1.6024,Did not currently smoke cigars daily,99.2882,,,98.3976,99.6854,1381,Total,Total,Total,Total,Total,"(34.052234, -118.243685)",C02,C13,QNDAYCGR,100,S1,R1,G1,LO,I1,Local,P1
2015,SD,South Dakota,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,9.5612,,,6.8521,13.1898,Did not currently smoke cigars,90.4388,,,86.8102,93.1479,1294,Total,Total,Total,Total,Total,"(44.353130053, -100.373530637)",C02,C13,H38,46,S1,R1,G1,SD,I1,State,P1
2015,RI,Rhode Island,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.2647,,,0.821,1.9435,Did not currently frequently smoke cigars,98.7353,,,98.0565,99.179,3440,Total,Total,Total,Total,Total,"(41.708280193, -71.522470314)",C02,C13,QNFRCGR,44,S1,R1,G1,RI,I1,State,P1
2017,CH,"Chicago, IL",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,7.2031,,,4.8593,10.5519,Did not currently smoke cigars,92.7969,,,89.4481,95.1407,1824,Total,Total,Total,Total,Total,"(41.878114, -87.629798)",C02,C13,H38,112,S1,R1,G1,CH,I1,Local,P1
2015,AR,Arkansas,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.9895,,,1.4662,2.6945,Did not currently smoke cigars daily,98.0105,,,97.3055,98.5338,2825,Total,Total,Total,Total,Total,"(34.748650124, -92.274490743)",C02,C13,QNDAYCGR,05,S1,R1,G1,AR,I1,State,P1
2015,IN,Indiana,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.1783,,,0.647,2.1364,Did not currently frequently smoke cigars,98.8217,,,97.8636,99.353,1909,Total,Total,Total,Total,Total,"(39.766910452, -86.149960194)",C02,C13,QNFRCGR,18,S1,R1,G1,IN,I1,State,P1
2015,WY,Wyoming,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.2109,,,0.8497,1.723,Did not currently frequently smoke cigars,98.7891,,,98.277,99.1503,2409,Total,Total,Total,Total,Total,"(43.235541343, -108.109830353)",C02,C13,QNFRCGR,56,S1,R1,G1,WY,I1,State,P1
2015,AZB,Arizona,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.4578,,,0.153,1.3618,Did not currently smoke cigars daily,99.5422,,,98.6382,99.847,2561,Total,Total,Total,Total,Total,"(34.86597028, -111.763811277)",C02,C13,QNDAYCGR,04,S1,R1,G1,AZB,I1,State,P1
2015,VA,Virginia,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,7.4398,,,6.3623,8.6828,Did not currently smoke cigars,92.5602,,,91.3172,93.6377,5131,Total,Total,Total,Total,Total,"(37.542680674, -78.457890463)",C02,C13,H38,51,S1,R1,G1,VA,I1,State,P1
2017,MA,Massachusetts,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,0.6443,,,0.3758,1.1024,Did not currently frequently smoke cigars,99.3557,,,98.8976,99.6242,3229,Total,Total,Total,Total,Total,"(42.27687047, -72.082690675)",C02,C13,QNFRCGR,25,S1,R1,G1,MA,I1,State,P1
2015,NYK,"Borough of Staten Island, NY",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.5973,,,0.2245,1.5789,Did not currently smoke cigars daily,99.4027,,,98.4211,99.7755,1260,Total,Total,Total,Total,Total,"(40.579532, -74.150201)",C02,C13,QNDAYCGR,120,S1,R1,G1,NYK,I1,Local,P1
2015,GU,Guam,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.1516,,,0.6236,2.1174,Did not currently smoke cigars daily,98.8484,,,97.8826,99.3764,1284,Total,Total,Total,Total,Total,"(13.444304, 144.793731)",C02,C13,QNDAYCGR,66,S1,R1,G1,GU,I1,Territory,P1
2015,NYC,"New York City, NY",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,5.7216,,,4.8811,6.6965,Did not currently smoke cigars,94.2784,,,93.3035,95.1189,8108,Total,Total,Total,Total,Total,"(40.712784, -74.005941)",C02,C13,H38,121,S1,R1,G1,NYC,I1,Local,P1
2015,LO,"Los Angeles, CA",YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.0285,,,0.5664,1.8604,Did not currently frequently smoke cigars,98.9715,,,98.1396,99.4336,2315,Total,Total,Total,Total,Total,"(34.052234, -118.243685)",C02,C13,QNFRCGR,100,S1,R1,G1,LO,I1,Local,P1
2015,MP,Northern Mariana Islands,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.3816,,,1.0119,1.8838,Did not currently frequently smoke cigars,98.6184,,,98.1162,98.9881,2401,Total,Total,Total,Total,Total,"(15.0979, 145.6739)",C02,C13,QNFRCGR,203,S1,R1,G1,MP,I1,Territory,P1
2017,WV,West Virginia,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,2.3666,,,1.6421,3.3996,Did not currently smoke cigars daily,97.6334,,,96.6004,98.3579,1538,Total,Total,Total,Total,Total,"(38.665510202, -80.712640135)",C02,C13,QNDAYCGR,54,S1,R1,G1,WV,I1,State,P1
2015,NH,New Hampshire,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.4344,,,1.1699,1.7576,Did not currently frequently smoke cigars,98.5656,,,98.2424,98.8301,14787,Total,Total,Total,Total,Total,"(43.655950113, -71.50036092)",C02,C13,QNFRCGR,33,S1,R1,G1,NH,I1,State,P1
2017,NYK,"Borough of Staten Island, NY",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,6.0062,,,3.7205,9.5568,Did not currently smoke cigars,93.9938,,,90.4432,96.2795,1184,Total,Total,Total,Total,Total,"(40.579532, -74.150201)",C02,C13,H38,120,S1,R1,G1,NYK,I1,Local,P1
2015,PB,"Palm Beach County, FL",YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.4273,,,0.8984,2.2606,Did not currently frequently smoke cigars,98.5727,,,97.7394,99.1016,2025,Total,Total,Total,Total,Total,"(26.65145, -80.276733)",C02,C13,QNFRCGR,110,S1,R1,G1,PB,I1,Local,P1
2017,NYG,"Borough of Bronx, NY",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.5596,,,0.264,1.1825,Did not currently smoke cigars daily,99.4404,,,98.8175,99.736,1975,Total,Total,Total,Total,Total,"(40.844782, -73.864827)",C02,C13,QNDAYCGR,116,S1,R1,G1,NYG,I1,Local,P1
2017,DCB,District of Columbia,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.6959,,,0.5354,0.9042,Did not currently smoke cigars daily,99.3041,,,99.0958,99.4646,8235,Total,Total,Total,Total,Total,"(38.890371385, -77.031961127)",C02,C13,QNDAYCGR,11,S1,R1,G1,DCB,I1,Local,P1
2015,MT,Montana,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,12.6488,,,11.4127,13.9976,Did not currently smoke cigars,87.3512,,,86.0024,88.5873,4456,Total,Total,Total,Total,Total,"(47.066528972, -109.424420645)",C02,C13,H38,30,S1,R1,G1,MT,I1,State,P1
2017,KS,Kansas,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.6539,,,0.2353,1.8038,Did not currently smoke cigars daily,99.3461,,,98.1962,99.7647,2389,Total,Total,Total,Total,Total,"(38.3477403, -98.200781227)",C02,C13,QNDAYCGR,20,S1,R1,G1,KS,I1,State,P1
2017,MD,Maryland,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.9849,,,0.8764,1.1068,Did not currently smoke cigars daily,99.0151,,,98.8932,99.1236,49851,Total,Total,Total,Total,Total,"(39.290580964, -76.609260111)",C02,C13,QNDAYCGR,24,S1,R1,G1,MD,I1,State,P1
2017,TN,Tennessee,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,2.0922,,,1.4975,2.9161,Did not currently frequently smoke cigars,97.9078,,,97.0839,98.5025,2006,Total,Total,Total,Total,Total,"(35.68094058, -85.774490914)",C02,C13,QNFRCGR,47,S1,R1,G1,TN,I1,State,P1
2017,IA,Iowa,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,7.253,,,5.3324,9.7936,Did not currently smoke cigars,92.747,,,90.2064,94.6676,1675,Total,Total,Total,Total,Total,"(42.469400913, -93.816490556)",C02,C13,H38,19,S1,R1,G1,IA,I1,State,P1
2017,VA,Virginia,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,6.4405,,,5.4574,7.5866,Did not currently smoke cigars,93.5595,,,92.4134,94.5426,3617,Total,Total,Total,Total,Total,"(37.542680674, -78.457890463)",C02,C13,H38,51,S1,R1,G1,VA,I1,State,P1
2017,LA,Louisiana,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.8741,,,1.0342,3.3727,Did not currently smoke cigars daily,98.1259,,,96.6273,98.9658,1180,Total,Total,Total,Total,Total,"(31.312660644, -92.445680071)",C02,C13,QNDAYCGR,22,S1,R1,G1,LA,I1,State,P1
2015,NYI,"Borough of Manhattan, NY",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.0891,,,0.2587,4.4647,Did not currently smoke cigars daily,98.9109,,,95.5353,99.7413,1399,Total,Total,Total,Total,Total,"(40.78306, -73.971249)",C02,C13,QNDAYCGR,118,S1,R1,G1,NYI,I1,Local,P1
2015,NYK,"Borough of Staten Island, NY",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,8.5287,,,6.5715,11.0002,Did not currently smoke cigars,91.4713,,,88.9998,93.4285,1260,Total,Total,Total,Total,Total,"(40.579532, -74.150201)",C02,C13,H38,120,S1,R1,G1,NYK,I1,Local,P1
2015,OK,Oklahoma,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.9338,,,0.329,2.6207,Did not currently smoke cigars daily,99.0662,,,97.3793,99.671,1602,Total,Total,Total,Total,Total,"(35.472031356, -97.521070214)",C02,C13,QNDAYCGR,40,S1,R1,G1,OK,I1,State,P1
2015,NM,New Mexico,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.4918,,,1.1773,1.8888,Did not currently frequently smoke cigars,98.5082,,,98.1112,98.8227,8270,Total,Total,Total,Total,Total,"(34.520880952, -106.240580985)",C02,C13,QNFRCGR,35,S1,R1,G1,NM,I1,State,P1
2015,WV,West Virginia,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.7426,,,1.3234,2.2916,Did not currently frequently smoke cigars,98.2574,,,97.7084,98.6766,1608,Total,Total,Total,Total,Total,"(38.665510202, -80.712640135)",C02,C13,QNFRCGR,54,S1,R1,G1,WV,I1,State,P1
2015,MA,Massachusetts,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.9456,,,0.6235,1.4318,Did not currently smoke cigars daily,99.0544,,,98.5682,99.3765,3098,Total,Total,Total,Total,Total,"(42.27687047, -72.082690675)",C02,C13,QNDAYCGR,25,S1,R1,G1,MA,I1,State,P1
2015,PB,"Palm Beach County, FL",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,10.3766,,,8.7997,12.1983,Did not currently smoke cigars,89.6234,,,87.8017,91.2003,2025,Total,Total,Total,Total,Total,"(26.65145, -80.276733)",C02,C13,H38,110,S1,R1,G1,PB,I1,Local,P1
2017,PH,"Philadelphia, PA",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,4.6716,,,2.628,8.171,Did not currently smoke cigars,95.3284,,,91.829,97.372,1548,Total,Total,Total,Total,Total,"(39.952584, -75.165222)",C02,C13,H38,124,S1,R1,G1,PH,I1,Local,P1
2015,DU,"Duval County, FL",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.1322,,,0.7501,1.7057,Did not currently smoke cigars daily,98.8678,,,98.2943,99.2499,3496,Total,Total,Total,Total,Total,"(30.350051, -81.603506)",C02,C13,QNDAYCGR,107,S1,R1,G1,DU,I1,Local,P1
2015,DCB,District of Columbia,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,11.4773,,,10.845,12.1415,Did not currently smoke cigars,88.5227,,,87.8585,89.155,9968,Total,Total,Total,Total,Total,"(38.890371385, -77.031961127)",C02,C13,H38,11,S1,R1,G1,DCB,I1,Local,P1
2017,NY,New York,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,7.6546,,,5.9422,9.8092,Did not currently smoke cigars,92.3454,,,90.1908,94.0578,11107,Total,Total,Total,Total,Total,"(42.827001032, -75.543970427)",C02,C13,H38,36,S1,R1,G1,NY,I1,State,P1
2015,HO,"Houston, TX",YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.4406,,,0.9992,2.0729,Did not currently frequently smoke cigars,98.5594,,,97.9271,99.0008,3046,Total,Total,Total,Total,Total,"(29.760427, -95.369803)",C02,C13,QNFRCGR,128,S1,R1,G1,HO,I1,Local,P1
2017,KY,Kentucky,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.0001,,,0.6407,1.5578,Did not currently frequently smoke cigars,98.9999,,,98.4422,99.3593,1956,Total,Total,Total,Total,Total,"(37.645970271, -84.774971048)",C02,C13,QNFRCGR,21,S1,R1,G1,KY,I1,State,P1
2015,NYI,"Borough of Manhattan, NY",YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.1919,,,0.2689,5.1197,Did not currently frequently smoke cigars,98.8081,,,94.8803,99.7311,1399,Total,Total,Total,Total,Total,"(40.78306, -73.971249)",C02,C13,QNFRCGR,118,S1,R1,G1,NYI,I1,Local,P1
2017,NV,Nevada,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,6.2077,,,4.9837,7.708,Did not currently smoke cigars,93.7923,,,92.292,95.0163,1654,Total,Total,Total,Total,Total,"(39.49324039, -117.071840564)",C02,C13,H38,32,S1,R1,G1,NV,I1,State,P1
2015,WV,West Virginia,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,13.8675,,,11.5832,16.5181,Did not currently smoke cigars,86.1325,,,83.4819,88.4168,1608,Total,Total,Total,Total,Total,"(38.665510202, -80.712640135)",C02,C13,H38,54,S1,R1,G1,WV,I1,State,P1
